# name¤description¤file
# date : 28 Feb 2020
# Author : Anwar Buchoo
# symbols used in this file : — ¤ # - + <> </> & ¤ ()
# version : 1.2

Introduction : How to use this textbook¤- The author, <a href="https://www.soundvision.com/article/an-interview-with-abdul-wahid-hamid" target="_blank" title="Interview with him"><b>'Abdul W<u>a</u>hid H<u>a</u>mid</b></a> explains why this course ? <br />- He shares several advices and tips in here <br />- Full table of contents <br />- New revised edition¤files/textbook/textbook-unit-00.pdf
General Information¤- Practical information to the students <br />- Classroom etiquette, behavior¤files/textbook/general-information.pdf
Textbook Erratum¤- There are few typo errors in the book and this list will cover them¤files/textbook/textbook-erratum.pdf
Chapter 1 : Noun — Masculine¤- Masculine : <br />&emsp;+ Noun <br />&emsp;+ Pronoun <br />&emsp;+ Adjective <br />&emsp;+ Demonstrative Pronoun ( اِسـم الاِشـارة ) <br />- <b>Advice</b> : <i>Sabr</i> ( صَـبـر )¤files/textbook/textbook-unit-01.pdf
Chapter 2 : Noun — Feminine¤- Feminine : <br />&emsp;+ Noun <br />&emsp;+ Pronoun <br />&emsp;+ Adjective <br />&emsp;+ Demonstrative Pronoun ( اِسـم الاِشـارة ) <br />- Check the context <br />- <b>Advice</b> : Harder than stone¤files/textbook/textbook-unit-02.pdf
Chapter 3 : Noun — Indefinite¤- Indefinite article <br />- <i>I'rab</i> ( إِﻋْـﺮاب ) : <br />&emsp;+ Nominative ( مَـرفـوع ) <br />&emsp;+ Accusative ( مَـنـصـوع ) <br />&emsp;+ Genitive ( مَـجـرور ) <br />- <b>Advice</b> : Blessed night¤files/textbook/textbook-unit-03.pdf
Chapter 4 : Noun — Definite¤- Sun and Moon letters ( الحُـروف الـشَّـمـسِـية والـقَـمَـريـة ) <br />- Masculine and Feminine Definite <br />- <i>Waw al-Qasam</i> <br />- <b>Advice</b> : Grace and mercy¤files/textbook/textbook-unit-04.pdf
Chapter 5 : Number — Masculine¤- Alif Maqsura ( ألِـف الـمَـقـصـورة ) e.g. in هُـدًى explanation <br />- Masculine <br />&emsp;+ Singular, Dual, Plural <br />&emsp;+ Sound Plural <br />&emsp;+ Broken Plural <br />- <b>Advice</b> : <i>Muttaqiin</i> ( الـمـتّـقـيـن )¤files/textbook/textbook-unit-05.pdf
Chapter 6 : Number — Feminine¤- Feminine <br />&emsp;+ Singular, Dual, Plural <br />&emsp;+ Sound Plural <br />&emsp;+ Broken Plural <br />- Mixed groups ( masc. & femn. )<br />- <b>Advice</b> : <i><u>A</u>yatull<u>a</u>h</i>¤files/textbook/textbook-unit-06.pdf
Chapter 7 : Attached Pronoun¤- Attached Pronoun ( ضَمـيـر الـمُـتَـصِـلـة ) — Chart <br />- <b>Advice</b> : A garment metaphor¤files/textbook/textbook-unit-07.pdf
Chapter 8 : Preposition¤- Preposition <br />&emsp;+ Attached <br />&emsp;+ Separate <br />- Negative sentence — مـا لَـيـسَ contruction <br />- <b>Advice</b> : Peace be upon you ( الـسـلام عـلـيـكـم )¤files/textbook/textbook-unit-08.pdf
Chapter 9 : Inna ( إنَّ ) and its Sisters¤- Inna, Sisters of Inna ( إنَّ و أخـواتُـهـا ) <br />- Noun of إنَّ <br />- Predicate / Info of إنَّ <br />- <b>Advice</b> : Consider time ( الـعَـصـر )¤files/textbook/textbook-unit-09.pdf
Chapter 10 : Possession ( إِضَـافـة )¤- <i>Idafah</i> ( إِضَـافـة ) — Construct <br />- Rules <br />- Examples <br />- <b>Advice</b> : Awesome vastness ( الـعـالَـمـيـن )¤files/textbook/textbook-unit-10.pdf
Chapter 11 : Root words, Root letters¤- Arabic Root System <br />- Introduction to Past Tense concept <br />- Derivative concept <br />- More examples <br />- <b>Advice</b> : Different types of Creation¤files/textbook/textbook-unit-11.pdf

Chapter 12¤ ¤files/textbook/textbook-unit-12.pdf

Chapter 13¤ ¤files/textbook/textbook-unit-13.pdf

Chapter 14¤ ¤files/textbook/textbook-unit-14.pdf

Chapter 15¤ ¤files/textbook/textbook-unit-15.pdf

Chapter 16¤ ¤files/textbook/textbook-unit-16.pdf

Chapter 17¤ ¤files/textbook/textbook-unit-17.pdf

Chapter 18¤ ¤files/textbook/textbook-unit-18.pdf

Chapter 19¤ ¤files/textbook/textbook-unit-19.pdf

Chapter 20¤ ¤files/textbook/textbook-unit-20.pdf

Chapter 21¤ ¤files/textbook/textbook-unit-21.pdf

Chapter 22¤ ¤files/textbook/textbook-unit-22.pdf

Chapter 23¤ ¤files/textbook/textbook-unit-23.pdf
Chapter 24¤ ¤files/textbook/textbook-unit-24.pdf
Chapter 25¤ ¤files/textbook/textbook-unit-25.pdf
Chapter 26¤ ¤files/textbook/textbook-unit-26.pdf
Chapter 27¤ ¤files/textbook/textbook-unit-27.pdf
Chapter 28¤ ¤files/textbook/textbook-unit-28.pdf
Chapter 29¤ ¤files/textbook/textbook-unit-29.pdf
Chapter 30¤ ¤files/textbook/textbook-unit-30.pdf
Chapter 31¤ ¤files/textbook/textbook-unit-31.pdf
Chapter 32¤ ¤files/textbook/textbook-unit-32.pdf
Chapter 33¤ ¤files/textbook/textbook-unit-33.pdf
Chapter 34¤ ¤files/textbook/textbook-unit-34.pdf
Chapter 35¤ ¤files/textbook/textbook-unit-35.pdf
Chapter 36¤ ¤files/textbook/textbook-unit-36.pdf
Chapter 37¤ ¤files/textbook/textbook-unit-37.pdf
Chapter 38¤ ¤files/textbook/textbook-unit-38.pdf
Chapter 39¤ ¤files/textbook/textbook-unit-39.pdf
Chapter 40¤ ¤files/textbook/textbook-unit-40.pdf
Word List 1¤ ¤files/textbook/textbook-wordlist-01.pdf
Word List 2¤ ¤files/textbook/textbook-wordlist-02.pdf
Word List 3¤ ¤files/textbook/textbook-wordlist-03.pdf
Appendix 1¤ ¤files/textbook/textbook-appendix-01.pdf
Appendix 2¤ ¤files/textbook/textbook-appendix-02.pdf
Appendix 3¤ ¤files/textbook/textbook-appendix-03.pdf

# end of file
