# name¤description¤file
# date : 28 Feb 2020
# Author : Anwar Buchoo
# symbols used in this file : — ¤ # - + <> </> & ; ()

Chapter 0 : Introduction¤- General information about the course, advices and schedule <br />- An introduction to basic Arabic language <br />- Word, Sentence, Phrase <br />- Alphabet and pronunciation <br />- Homework¤files/notes/00-Introduction.key.pdf
Chapter 1 : Noun — Masculine¤- <i>Rasm</i> ( رَسـم ), <i>I'jaam</i> ( إعْـجام ) <br />- Diacritics — <i>Tashkeel</i> ( تَـشكِـيل ), <i>Harakaat</i> ( حَـرَكـات ) <br />- Masculine Noun, Pronoun, Demonstrative Pronoun <br />- Adjective <br />- Homework/Classwork <br />- Vocabulary¤files/notes/01-Noun(Masculine).pdf
Chapter 2 : Noun — Feminine¤- Feminine noun, Pronoun, Demonstrative Pronoun <br />- Exceptions <br />- Homework/Classwork <br />- Lessons from the Quran (2:68) <br />- Vocabulary¤files/notes/02-Noun(Feminine).pdf
Chapter 3 : Case Endings — Part 1¤- Masculine & Feminine exceptions <br />- Definite and Indefinite <br />- Hadith Study — Hajj <br />- <i>I'rab</i> : Nominative and Accusative <br />- Homework/Classwork <br />- Vocabulary¤files/notes/03a-Noun(Case).pdf
Chapter 3 : Case Endings — Part 2¤- Word Study — <i>Rabb</i> <br />- <i>I'rab</i> : Genitive <br />- Diptotes <br />- Homework/Classwork <br />- <i>Tafseer</i> (69:41) <br />- Vocabulary¤files/notes/03b-Noun(Case).pdf
Chapter 4 : Definite Article¤- Revision <br />- DING <br />- Sun and Moon letters, tips <br />- Nominal Sentence — Back to basics <br />- Homework/Classwork <br />- Lessons from the Quran (36:33) <br />- Vocabulary¤files/notes/04-DefiniteArticle.pdf
Chapter 5 : Number — Masculine¤- Singular, Dual, Plural <br />- Sound Plural <br />- Broken Plural <br />- Student Corner <br />- Homework/Classwork <br />- <i>Hadith</i> Study — Intro <br />- Vocabulary¤files/notes/05-Number(Masculine).key.pdf
Chapter 6 : Number — Feminine¤- Singular, Dual, Plural <br />- Sound Plural <br />- Non-rational Being <br />- Separate Pronoun <br />- Student Corner — Faith <br />- Classwork — DING <br />- Homework/Classwork <br />- Vocabulary¤files/notes/06-Number(Feminine).key.pdf
Chapter 7 : Attached Pronoun¤- Revision <br />- Attached Pronoun — Chart <br />- Waqf <br />- Homework/Classwork <br />- Vocabulary¤files/notes/07-AttachedPronouns.key.pdf
#Chapter 8 : Preposition?¤This chapter introduces the concept of unit 1¤files/notes/
Chapter 9 : Inna and its Sisters¤- Nominal Sentence <br />- Particle, Inna, Sisters of Inna <br />- Attached to Pronoun <br />- Homework/Classwork <br />- Vocabulary¤files/notes/09-Inna.key.pdf
Chapter 10 : Possession¤- <i>Idafah</i>/Construct, Rules, Examples <br />- How to Translate <br />- Attached Pronoun — Possession <br />- Special Words <br />- Homework/Classwork <br />- Vocabulary¤files/notes/10-Possession.key.pdf
Chapter 11 : Root System¤- Arabic Root System <br />- Compared to English <br />- Root Letters, Usage <br />- Creator vs. Create vs. Creation <br />- Homework/Classwork <br />- Vocabulary¤files/notes/11-RootSystem.key.pdf
Chapter 12 : Verbal Sentence¤- Verbs in Arabic <br />- Verbal composition <br />- Prepositional Phrase <br />- Homework/Classwork <br />- Vocabulary¤files/notes/12-VerbalSentence.key.pdf
#Chapter 13 : Past Tense — Part 1¤This chapter introduces the concept of unit 1¤files/notes/
Chapter 14 : Past Tense — Part 2¤- Tri-literal Verbs, forming Stem from the Root <br />- Conjugation — 14 pronouns <br />- No movement in pronunciation — Saakin <br />- Negation of Past Tense <br />- Conjugate 9 (Form I) Verbs <br />- Homework/Classwork <br />- Vocabulary¤files/notes/14-PastTense(II).key.pdf
Chapter 15 : Past Tense — Part 3¤- Glossary of terms <br />- Verbal Sentence — 7 Essential Rules and Exceptions <br />- Introducing Color-coded Analysis <br />- Homework/Classwork <br />- Vocabulary¤files/notes/15-PastTense(III).key.pdf
Chapter 16 : To do ...............¤xxx¤files/notes/
Chapter 17 : Past Tense — Passive - reexport¤- Verb Revision <br />- Acitve vs. Passive <br />- Deputy of Subject <br />- Contructing the Passive (Past) <br />- Homework/Classwork <br />- Vocabulary¤files/notes/17-PastPassive.key.pdf
Chapter 18 : Past Tense — قَـال¤- Past Perfect Tense <br />- Usage of <i>Qad</i> <br />- Weak Verbs <br />&emsp;+ Assimilated <br />&emsp;+ Hollow <br />&emsp;+ Defective <br />&emsp;+ Doubly weak <br />&emsp;+ Double lettered Verbs <br />- Verb <i>Qaala</i> <br />- Homework/Classwork <br />- Vocabulary¤files/notes/18-PastQaala.key.pdf
Chapter 19 : Past Tense — To Be¤- Preference Noun <br />&emsp;+ Comparative <br />&emsp;+ Superlative <br />&emsp;+ Diminutive <br />- Verb <i>Kaana</i> <br />- 3 Tenses <br />- Homework/Classwork <br />- Vocabulary¤files/notes/19-PastKaana.key.pdf
Chapter 20 : Present Tense — Part 1¤- <i>Idafah</i> Revision <br />- Special Words in Arabic <br />- Present Tense and Rules <br />- Sample Mid-term Questions — Part 1 <br />- Homework/Classwork <br />- Vocabulary¤files/notes/20-PresentTense1.key.pdf
Chapter 21 : Present Tense — Part 2¤- 5 Sentences Analysis <br />- Prepositional Phrase <br />- Nominal with Verbal Sentence <br />- Conjugation — 14 pronouns <br />- Sample Mid-term Questions — Part 2 <br />- Homework/Classwork <br />- Vocabulary¤files/notes/21-PresentTense2.key.pdf
Chapter 22 : Present Tense — Part 3¤- Revision of Verb — To See <br />- Present Tense — To See <br />- Future Tense <br />&emsp;+ Implicit <br />&emsp;+ Explicit <br />- Sample Mid-term Questions — Part 3 <br />- Homework/Classwork <br />- Vocabulary¤files/notes/22-PresentTense3.key.pdf
Bonus : Mid-Term Revision¤- Basics of language <br />- Nominal and Verbal Sentence <br />- Phrases <br />&emsp;+ Descriptive <br />&emsp;+ Demonstrative <br />&emsp;+ Possessive <br />&emsp;+ Conjunctive <br />&emsp;+ Preprositional <br />&emsp;+ Adverbial <br />&emsp;+ Relative Clause <br />- Brief of Chapter 23¤files/notes/23a-Revision.key.pdf

Chapter 23 - Subjunctive ¤- Presentation of all tenses <br />- 3 moods of Present Tense <br />&emsp;+ Indicative <br />&emsp;+ Subjunctive <br />&emsp;+ Jussive <br />- How to form Subjunctive <br />- Conjugation — 14 pronouns <br />- Analysis principles (slide 10) <br />- Homework/Classwork <br />- Vocabulary¤files/notes/23b-Subjunctive.key.pdf

Chapter 24¤This chapter introduces the concept of unit 1¤files/notes/24-Jussive.key.pdf
Chapter 25¤This chapter introduces the concept of unit 1¤files/notes/25-Imperative.key.pdf
Chapter 26¤This chapter introduces the concept of unit 1¤files/notes/26-PresentPassive.key.pdf
Chapter 27¤This chapter introduces the concept of unit 1¤files/notes/27-PresentQaala.key.pdf
Chapter 28¤This chapter introduces the concept of unit 1¤files/notes/28-PresentKaana.key.pdf
Chapter 29¤This chapter introduces the concept of unit 1¤files/notes/29-Active&PassiveParticiple.key.pdf
Chapter 30¤This chapter introduces the concept of unit 1¤files/notes/30-DerivedWords.key.pdf
Chapter 31¤This chapter introduces the concept of unit 1¤files/notes/31-FormII.key.pdf
Chapter 32¤This chapter introduces the concept of unit 1¤files/notes/32-FormIII.key.pdf
Chapter 33¤This chapter introduces the concept of unit 1¤files/notes/33-FormIV.key.pdf
Chapter 34¤This chapter introduces the concept of unit 1¤files/notes/34-FormV&VI.key.pdf
Chapter 35¤This chapter introduces the concept of unit 1¤files/notes/35-FormVII,VIII&IX.key.pdf
Chapter 36¤This chapter introduces the concept of unit 1¤files/notes/36-FormX.key.pdf
Chapter 37¤This chapter introduces the concept of unit 1¤files/notes/37-MoreAccusatives.key.pdf
Chapter 38¤This chapter introduces the concept of unit 1¤files/notes/38-RelativePronouns.key.pdf
Chapter 39¤This chapter introduces the concept of unit 1¤files/notes/39-BrokenPlurals.key.pdf
Chapter 40¤This chapter introduces the concept of unit 1¤files/notes/40-ConditionalSentences.key.pdf

# end of file
